Magazin original,Magazin standard,Stradă standard,Localitate standard,Sector atribuit,Județ,Bazin comercial,Nr. clienți
Staer 7,Staer 7,Aleea Ea Nucilot,Buftea,—,Ilfov,Nord,1
Staer 7,Staer 7,Constructorului,Buftea,—,Ilfov,Nord,1
Staer 7,Staer 7,Darzei,Buftea,—,Ilfov,Nord,1
Staer 7,Staer 7,Fulger,Buftea,—,Ilfov,Nord,1
Staer 7,Staer 7,Garaoafelor,Buftea,—,Ilfov,Nord,1
Staer 7,Staer 7,Int. Constructorului,Buftea,—,Ilfov,Nord,1
Staer 7,Staer 7,Primariei,Buftea,—,Ilfov,Nord,1
Staer 7,Staer 7,Scolii,Buftea,—,Ilfov,Nord,1
Staer 7,Staer 7,Viilor,Buftea,—,Ilfov,Nord,1
Staer 7,Staer 7,Șoseaua Eaua Unirii,Caciulati,—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,Drumul Intre Tarlale,Catelu,—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,Intrarea Uzinei,Catelu,—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,Gabriela Gegolea,Cernica,—,Ilfov,Est,1
Staer 7,Staer 7,Intrarea Area Floarea Albastra,Cernica,—,Ilfov,Est,1
Staer 7,Staer 7,La Meri,Cernica,—,Ilfov,Est,1
Staer 7,Staer 7,Liviu Rebreanu,Cernica,—,Ilfov,Est,1
Staer 7,Staer 7,Luceafarului,Cernica,—,Ilfov,Est,1
Staer 7,Staer 7,Eroilor,Cernica,—,Ilfov,Est,1
Staer 7,Staer 7,Primaverii,Cernica,—,Ilfov,Est,1
Staer 7,Staer 7,Vlad Tepes,Cernica,—,Ilfov,Est,1
Staer 7,Staer 7,Bisericii,Chiajna–Roșu–Dudu,—,Ilfov,Vest,1
Staer 7,Staer 7,Ilie Petre,Chiajna–Roșu–Dudu,—,Ilfov,Vest,1
Staer 7,Staer 7,Intrarea Eroului,Chiajna–Roșu–Dudu,—,Ilfov,Vest,1
Staer 7,Staer 7,Intrarea Nicolae Iorga,Chiajna–Roșu–Dudu,—,Ilfov,Vest,1
Staer 7,Staer 7,Sg. Ilie Petre,Chiajna–Roșu–Dudu,—,Ilfov,Vest,1
Staer 7,Staer 7,Srg Ilie Petre,Chiajna–Roșu–Dudu,—,Ilfov,Vest,1
Staer 7,Staer 7,Weiner Palada,Chiajna–Roșu–Dudu,—,Ilfov,Vest,1
Staer 7,Staer 7,Orhideelor,Chiajna–Roșu–Dudu,—,Ilfov,Vest,1
Staer 7,Staer 7,1864,Chiajna–Roșu–Dudu,—,Ilfov,Vest,1
Staer 7,Staer 7,Apeductului,Chiajna–Roșu–Dudu,—,Ilfov,Vest,1
Staer 7,Staer 7,Gladiolelor,Chiajna–Roșu–Dudu,—,Ilfov,Vest,1
Staer 7,Staer 7,Gospodari,Chiajna–Roșu–Dudu,—,Ilfov,Vest,1
Staer 7,Staer 7,Intrarea Crinului,Chiajna–Roșu–Dudu,—,Ilfov,Vest,1
Staer 7,Staer 7,Razorului,Chiajna–Roșu–Dudu,—,Ilfov,Vest,1
Staer 7,Staer 7,Rezervelor,Chiajna–Roșu–Dudu,—,Ilfov,Vest,1
Staer 7,Staer 7,1 Mai,Chitila,—,Ilfov,Vest,1
Staer 7,Staer 7,Intrarea Area Banatului,Chitila,—,Ilfov,Vest,1
Staer 7,Staer 7,Recoltei,Chitila,—,Ilfov,Vest,1
Staer 7,Staer 7,Triumfului,Chitila,—,Ilfov,Vest,1
Staer 7,Staer 7,Bisericii,Ciofliceni,—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,Șoseaua Ciofliceni,Ciofliceni,—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,Fermei,Ciolpani,—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,Tiganesti,Ciolpani,—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,NECUNOSCUTĂ,Ciorogârla,—,Ilfov,Vest,1
Staer 7,Staer 7,Strada Tudor Vladimirescu,Ciorogârla,—,Ilfov,Vest,1
Staer 7,Staer 7,Crizantemelor,Clinceni,—,Ilfov,Sud-Vest,1
Staer 7,Staer 7,Intrarea Dispensarului,Clinceni,—,Ilfov,Sud-Vest,1
Staer 7,Staer 7,Sat Teodoreanu,Clinceni,—,Ilfov,Sud-Vest,1
Staer 7,Staer 7,Solarilor,Clinceni,—,Ilfov,Sud-Vest,1
Staer 7,Staer 7,Crizantemei,Clinceni,—,Ilfov,Sud-Vest,1
Staer 7,Staer 7,Crizantemelor,Clinceni,—,Ilfov,Sud-Vest,1
Staer 7,Staer 7,Argesului,Clinceni,—,Ilfov,Sud-Vest,1
Staer 7,Staer 7,Macului,Afumați,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Șoseaua Stefanesti,Complex Tera,—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,Splaiul Aiul Unirii,Confort City,—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,Aleea Ea Campul cu Maci,Corbeanca,—,Ilfov,Nord,1
Staer 7,Staer 7,Cantonului,Corbeanca,—,Ilfov,Nord,1
Staer 7,Staer 7,Fermei,Corbeanca,—,Ilfov,Nord,1
Staer 7,Staer 7,Hipodromului,Corbeanca,—,Ilfov,Nord,1
Staer 7,Staer 7,Independentei,Corbeanca,—,Ilfov,Nord,1
Staer 7,Staer 7,Lastarisului,Corbeanca,—,Ilfov,Nord,1
Staer 7,Staer 7,Malul cu Flori,Corbeanca,—,Ilfov,Nord,1
Staer 7,Staer 7,Piersicului,Corbeanca,—,Ilfov,Nord,1
Staer 7,Staer 7,Toamni,Corbeanca,—,Ilfov,Nord,1
Staer 7,Staer 7,Ciocarliei,Corbeanca,—,Ilfov,Nord,1
Staer 7,Staer 7,Unirii,Corbeanca,—,Ilfov,Nord,1
Staer 7,Staer 7,Apusului,Corbeanca,—,Ilfov,Nord,1
Staer 7,Staer 7,Molidului,Corbeanca,—,Ilfov,Nord,1
Staer 7,Staer 7,Islazului,Cornetu,—,Ilfov,Sud-Vest,1
Staer 7,Staer 7,Livezi,Cornetu,—,Ilfov,Sud-Vest,1
Staer 7,Staer 7,Stejarului,Cornetu,—,Ilfov,Sud-Vest,1
Staer 7,Staer 7,Taberei,Cornetu,—,Ilfov,Sud-Vest,1
Staer 7,Staer 7,Aeroportului,Cornetu,—,Ilfov,Sud-Vest,1
Staer 7,Staer 7,Popa Ion Bucur,Dacalu,—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,1 Decembrie 1918,Darasti,—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,Brandusei,Dascălu,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Calea Ea Bucuresti,Dascălu,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Dascalu,Dascălu,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Eroilor,Dascălu,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Fostului Cap,Dascălu,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Mures,Dascălu,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Sportului,Dascălu,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Strada Liliacului,Dascălu,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Timisoara,Dascălu,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Cernica,Dascălu,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Cozia,Dascălu,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Calea Ea Bucuresti,Dasccalu,—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,22 Decembrie,Tunari,—,Ilfov,Nord,1
Staer 7,Staer 7,Nuferilor,Dobroești,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Bulevardul Nicolae Balcescu,Dobroești,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Drumul Dobroesti Fundeni,Dobroești,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Gen. Magheru,Dobroești,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Mesteacanului,Dobroești,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Nuferilor,Dobroești,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Soldat Condu Stelian,Dobroești,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Spicului,Dobroești,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Trifoiului,Dobroești,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Aleea Ea Lacului,Dobroești,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Caisului,Dobroești,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Campului,Dobroești,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Copacul cu Flori,Dobroești,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Cuza Voda,Dobroești,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Ghioceilor,Dobroești,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Mesteacanului,Dobroești,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Piersicului,Dobroești,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Trandafirilor,Dobroești,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Victor Dumitrescu,Dobroești,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Victoriei,Dobroești,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Aleea Ea Lacului,Dobroești,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Stufului,Dobroești,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Narciselor,Dobroești,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Intrarea Foisorului,Domnești,—,Ilfov,Sud-Vest,1
Staer 7,Staer 7,Intrarea Sirenelor,Domnești,—,Ilfov,Sud-Vest,1
Staer 7,Staer 7,Principala,Domnești,—,Ilfov,Sud-Vest,1
Staer 7,Staer 7,Salciei,Domnești,—,Ilfov,Sud-Vest,1
Staer 7,Staer 7,Șoseaua Bucuresti-Domnesti,Domnești,—,Ilfov,Sud-Vest,1
Staer 7,Staer 7,Teghesului,Domnești,—,Ilfov,Sud-Vest,1
Staer 7,Staer 7,Albastrelelor,Dragomirești,—,Ilfov,Vest,1
Staer 7,Staer 7,Garofitei,Dragomirești,—,Ilfov,Vest,1
Staer 7,Staer 7,Republicii,Dragomirești,—,Ilfov,Vest,1
Staer 7,Staer 7,Micsunelelor,Dragomirești,—,Ilfov,Vest,1
Staer 7,Staer 7,Rozelor,Dragomirești,—,Ilfov,Vest,1
Staer 7,Staer 7,Ciresului,Drobroiesti,—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,Melodiei,Fundeni,—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,Costache Negri,Ganeasa,—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,Livezilor,Ganeasa,—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,NECUNOSCUTĂ,Ganeasa,—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,Sat.moara Domneasca,Ganeasa,—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,NECUNOSCUTĂ,Ganeasa -Sat Moara Domneasca,—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,Lacului,Ganeasa Sat Ganeasa,—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,Rovine,Ganeasa Sat Ganeasa,—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,Principala,Ganeasa-Sat Cozieni,—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,Razboieni,Snagov,—,Ilfov,Nord,1
Staer 7,Staer 7,Stadionului,Ghermănești,—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,Strada Răzoare,Ghermănești,—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,Vaslui,Ghermănești,—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,Dealului,Glina,—,Ilfov,Est,1
Staer 7,Staer 7,DI 2,Glina,—,Ilfov,Est,1
Staer 7,Staer 7,Parcului,Glina,—,Ilfov,Est,1
Staer 7,Staer 7,Rasaritului,Glina,—,Ilfov,Est,1
Staer 7,Staer 7,Rozelor,Glina,—,Ilfov,Est,1
Staer 7,Staer 7,Vaii,Glina,—,Ilfov,Est,1
Staer 7,Staer 7,Teiului,Gradiste,—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,Libertatii,Gradistea,—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,Orhideelor,Gradistea,—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,Roz Marin,Gradistea,—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,Rozelor,Gradistea,—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,Ialomitei,Gruiu,—,Ilfov,Nord,1
Staer 7,Staer 7,Strada Ada Principala,Snagov,—,Ilfov,Nord,1
Staer 7,Staer 7,Bisericii,Snagov,—,Ilfov,Nord,1
Staer 7,Staer 7,Com Stefanesti,Ilfov,—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,Dinu Pestritu,Ilfov,—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,Voluntari,Ilfov,—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,23 August,Jilava,—,Ilfov,Sud,1
Staer 7,Staer 7,Aleea Ea Morilor,Jilava,—,Ilfov,Sud,1
Staer 7,Staer 7,Libertatii,Jilava,—,Ilfov,Sud,1
Staer 7,Staer 7,NECUNOSCUTĂ,Jilava,—,Ilfov,Sud,1
Staer 7,Staer 7,Nicolae Balcescu,Jilava,—,Ilfov,Sud,1
Staer 7,Staer 7,Strada Morii,Jilava,—,Ilfov,Sud,1
Staer 7,Staer 7,Urgureni,Jilava,—,Ilfov,Sud,1
Staer 7,Staer 7,NECUNOSCUTĂ,Lilieci/sat Hagieci,—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,Ciocarliei,Măgurele,—,Ilfov,Sud-Vest,1
Staer 7,Staer 7,Crizantemelor,Măgurele,—,Ilfov,Sud-Vest,1
Staer 7,Staer 7,Florilor,Măgurele,—,Ilfov,Sud-Vest,1
Staer 7,Staer 7,Intrarea Area Nefliu,Măgurele,—,Ilfov,Sud-Vest,1
Staer 7,Staer 7,Milcov,Măgurele,—,Ilfov,Sud-Vest,1
Staer 7,Staer 7,Strada Fizicienilor,Măgurele,—,Ilfov,Sud-Vest,1
Staer 7,Staer 7,Strada Mărășești,Măgurele,—,Ilfov,Sud-Vest,1
Staer 7,Staer 7,Strada Ugareni,Măgurele,—,Ilfov,Sud-Vest,1
Staer 7,Staer 7,Csandru Ioan Cuza,Moara Domneasca,—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,Macesilor,"Moara Vasiei ,sat Caciulati",—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,Feroviarilor,Moara Vlăsiei,—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,Intrarea Area Planetei,Moara Vlăsiei,—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,Merilor,Moara Vlăsiei,—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,Șoseaua Eroilor,Moara Vlăsiei,—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,Tudor Arghezi,Moara Vlăsiei,—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,Alunului,Mogoșoaia,—,Ilfov,Nord,1
Staer 7,Staer 7,Armeneasca,Mogoșoaia,—,Ilfov,Nord,1
Staer 7,Staer 7,Drumul Mori,Mogoșoaia,—,Ilfov,Nord,1
Staer 7,Staer 7,Drumul Morii,Mogoșoaia,—,Ilfov,Nord,1
Staer 7,Staer 7,Int Muzelor,Mogoșoaia,—,Ilfov,Nord,1
Staer 7,Staer 7,Nichita Stanescu,Mogoșoaia,—,Ilfov,Nord,1
Staer 7,Staer 7,Viilor,Mogoșoaia,—,Ilfov,Nord,1
Staer 7,Staer 7,Nucilor,Necunoscut,—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,NECUNOSCUTĂ,Niculesti,—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,Frasinului,Nuci Sat Balta Neagra,—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,Ciprian Porumbescu,Odaile,—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,Studioului,Buftea,—,Ilfov,Nord,1
Staer 7,Staer 7,Prl.ghencea,Bragadiru,—,Ilfov,Sud-Vest,1
Staer 7,Staer 7,Belgrad,Otopeni,—,Ilfov,Nord,1
Staer 7,Staer 7,Bisericii,Otopeni,—,Ilfov,Nord,1
Staer 7,Staer 7,Calea Ea Buc-Ploiesti,Otopeni,—,Ilfov,Nord,1
Staer 7,Staer 7,Calea Ea Bucuresti,Otopeni,—,Ilfov,Nord,1
Staer 7,Staer 7,Campului,Otopeni,—,Ilfov,Nord,1
Staer 7,Staer 7,Fermei F,Otopeni,—,Ilfov,Nord,1
Staer 7,Staer 7,Grivita,Otopeni,—,Ilfov,Nord,1
Staer 7,Staer 7,IC Bratianu,Otopeni,—,Ilfov,Nord,1
Staer 7,Staer 7,Intrarea Area Liliacului,Otopeni,—,Ilfov,Nord,1
Staer 7,Staer 7,Intrarea Area Margaritarului-Drumul Odaii,Otopeni,—,Ilfov,Nord,1
Staer 7,Staer 7,Intrarea Izvoarelor,Otopeni,—,Ilfov,Nord,1
Staer 7,Staer 7,Maramures,Otopeni,—,Ilfov,Nord,1
Staer 7,Staer 7,Margaritarului,Otopeni,—,Ilfov,Nord,1
Staer 7,Staer 7,Marin Sorescu,Otopeni,—,Ilfov,Nord,1
Staer 7,Staer 7,NECUNOSCUTĂ,Otopeni,—,Ilfov,Nord,1
Staer 7,Staer 7,Polona,Otopeni,—,Ilfov,Nord,1
Staer 7,Staer 7,Primaverii,Otopeni,—,Ilfov,Nord,1
Staer 7,Staer 7,Armatei,Pantelimon,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Bihor,Pantelimon,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Bihorului,Pantelimon,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Bobalna,Pantelimon,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Brandusei,Pantelimon,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Brumaritei,Pantelimon,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Busteni,Pantelimon,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Cocorului,Pantelimon,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Corcodusului,Pantelimon,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Corneliu Coposu,Pantelimon,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Cornelliu Coposu,Pantelimon,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Dobrogeanu Gherea,Pantelimon,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Drumul Garii,Pantelimon,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Dumitru Nedumitru,Pantelimon,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Eforie,Pantelimon,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Erea Campului,Pantelimon,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Flori de Camp,Pantelimon,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Frasinului,Pantelimon,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,G Calinescu,Pantelimon,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Int Campului,Pantelimon,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Int Dobrogeanu Ghelea,Pantelimon,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Int Mures,Pantelimon,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Int. Biruintei,Pantelimon,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Int. Vrancea,Pantelimon,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Intrarea Bujorului,Pantelimon,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Intrarea Campului,Pantelimon,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Intrarea Sf Gheorghe,Pantelimon,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Lamaitei,Pantelimon,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Livezilor 1,Pantelimon,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Magnoliei,Pantelimon,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Mioritei,Pantelimon,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,N Dumitru,Pantelimon,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,NECUNOSCUTĂ,Pantelimon,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Oltului,Pantelimon,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Salaj,Pantelimon,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Sinaia,Pantelimon,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Strada Avicola,Pantelimon,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Strada Rosmarin,Pantelimon,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Șoseaua Cernica,Pantelimon,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Tineretului,Pantelimon,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Tractorului,Pantelimon,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Vatra Dornei,Pantelimon,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Ioan Sulea,Pantelion,—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,Ingerasilor,Periș,—,Ilfov,Nord,1
Staer 7,Staer 7,Polona,Periș,—,Ilfov,Nord,1
Staer 7,Staer 7,Primaverii,Periș,—,Ilfov,Nord,1
Staer 7,Staer 7,Profesor Ioan Dorobantu,Periș,—,Ilfov,Nord,1
Staer 7,Staer 7,Sondei,Periș,—,Ilfov,Nord,1
Staer 7,Staer 7,Strada Principala,Periș,—,Ilfov,Nord,1
Staer 7,Staer 7,Rozelor,Petrachioaia,—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,Teiului,Petrachioaia,—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,Gagu,Petrechioaia,—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,Liliacului,Petrechioaia,—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,Surlari,Petrechioaia,—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,Șoseaua Afumati,Petrechioaia,—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,Vanatori,Petrechioaia,—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,Sinesti,Petrechioaia - Sat Maineasca,—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,Bulevardul Pipera,Voluntari–Pipera,—,Ilfov,Nord,1
Staer 7,Staer 7,Drumul Bisericii,Voluntari–Pipera,—,Ilfov,Nord,1
Staer 7,Staer 7,Emil Racovita,Voluntari–Pipera,—,Ilfov,Nord,1
Staer 7,Staer 7,George Bacovia,Voluntari–Pipera,—,Ilfov,Nord,1
Staer 7,Staer 7,Serban Ion,Voluntari–Pipera,—,Ilfov,Nord,1
Staer 7,Staer 7,Vasile Alecsandri,Voluntari–Pipera,—,Ilfov,Nord,1
Staer 7,Staer 7,Int Dumitru Vlasceanu,Voluntari–Pipera,—,Ilfov,Nord,1
Staer 7,Staer 7,Arasi,Pod Europa,—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,Drumul Fermei,Popești-Leordeni,—,Ilfov,Sud,1
Staer 7,Staer 7,Drumul Fermei,Popești-Leordeni,—,Ilfov,Sud,1
Staer 7,Staer 7,Apusului,Popești-Leordeni,—,Ilfov,Sud,1
Staer 7,Staer 7,Complex Rez. Confort City,Popești-Leordeni,—,Ilfov,Sud,1
Staer 7,Staer 7,Confort City,Popești-Leordeni,—,Ilfov,Sud,1
Staer 7,Staer 7,Domnita Balasa,Popești-Leordeni,—,Ilfov,Sud,1
Staer 7,Staer 7,Eclipsei,Popești-Leordeni,—,Ilfov,Sud,1
Staer 7,Staer 7,Erou Alexandru Darian,Popești-Leordeni,—,Ilfov,Sud,1
Staer 7,Staer 7,Gheorghe Costa Foru,Popești-Leordeni,—,Ilfov,Sud,1
Staer 7,Staer 7,Int Viilor,Popești-Leordeni,—,Ilfov,Sud,1
Staer 7,Staer 7,Intrarea Area Viilor,Popești-Leordeni,—,Ilfov,Sud,1
Staer 7,Staer 7,Ion Scortaru,Popești-Leordeni,—,Ilfov,Sud,1
Staer 7,Staer 7,Miraslau,Popești-Leordeni,—,Ilfov,Sud,1
Staer 7,Staer 7,Pavlicheni,Popești-Leordeni,—,Ilfov,Sud,1
Staer 7,Staer 7,Pavlichieni,Popești-Leordeni,—,Ilfov,Sud,1
Staer 7,Staer 7,Porumbacului,Popești-Leordeni,—,Ilfov,Sud,1
Staer 7,Staer 7,Sf Apostoli,Popești-Leordeni,—,Ilfov,Sud,1
Staer 7,Staer 7,Solstitiului,Popești-Leordeni,—,Ilfov,Sud,1
Staer 7,Staer 7,Spaiul Unirii,Popești-Leordeni,—,Ilfov,Sud,1
Staer 7,Staer 7,Strada Oituz,Popești-Leordeni,—,Ilfov,Sud,1
Staer 7,Staer 7,Șoseaua De Centura,Popești-Leordeni,—,Ilfov,Sud,1
Staer 7,Staer 7,Tractoristilor,Popești-Leordeni,—,Ilfov,Sud,1
Staer 7,Staer 7,Xandru Darian,Popești-Leordeni,—,Ilfov,Sud,1
Staer 7,Staer 7,Idilia,Posta,—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,Ion Barbu,Sat 1 Dec,—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,Graului,Sat Balaceanca,—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,Int.trifoiului,Brănești,—,Ilfov,Est,1
Staer 7,Staer 7,Vlasiei,Brănești,—,Ilfov,Est,1
Staer 7,Staer 7,Com Tunari/str Pietrosului,Sat Dimieni,—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,Ciresului,Dobroești,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Orhideelor,Dobroești,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Ciresiului,Sat Fundeni,—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,Ciresului,Sat Fundeni,—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,Zorilor,Sat Fundeni,—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,Caporal Ene,Dobroești,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Intrarea Area Ciresului,Dobroești,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Caisului,Dobroești,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Bujorului,Pantelimon,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Eroilor,Pantelimon,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,NECUNOSCUTĂ,Sat Petrachioaia,—,Ilfov,Ilfov neatribuit,1
Staer 7,Staer 7,1 Decembrie 1918,Chiajna–Roșu–Dudu,—,Ilfov,Vest,1
Staer 7,Staer 7,Doinei,Ștefăneștii de Jos,—,Ilfov,Nord-Est,1
Staer 7,Staer 7,Anton Pann,Voluntari–Pipera,—,Ilfov,Nord,1
Staer 7,Staer 7,Siret,Voluntari–Pipera,—,Ilfov,Nord,1
